id,query,rephrased_query,position,num_turn,failed
611,Was ist die Webseite von Gebäude 611?,Welche Webseite gehört zum Gebäude 611?,1,1,0
611,Ist das auch rollstuhlgerecht?,Ist Gebäude 611 rollstuhlgerecht?,1,2,0
907,Wo ist Gebäude 907?,Welches Gebäude ist Gebäude 907?,1,1,0
907,Wann öffnet es?,Wann öffnet Gebäude 907?,1,2,0
907,Ist das auch rollstuhlgerecht?,Ist Gebäude 907 rollstuhlgerecht?,1,3,0
907,Gibt es eine Website davon?,Welche Informationen zu Gebäude 907 gibt es?,1,4,0
402,Was ist die Webseite von Gebäude 402?,Welche Webseite gibt es für Gebäude 402?,1,1,0
402,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten von Institut für Astroteilchenphysik (402)?,1,2,0
402,Ist das auch rollstuhlgerecht?,Ist das Institut für Astroteilchenphysik (402) rollstuhlgerecht?,1,3,0
402,Wie komme ich dahin?,Wie komme ich zum Institut für Astroteilchenphysik?,2,4,0
01.95,Wie komme ich zu Gebäude 01.95?,Wie komme ich zu Gebäude 01.95?,1,1,0
01.95,Ist das auch rollstuhlgerecht?,Is Gebäude 01.95 rollstuhlgerecht?,1,2,0
"Analysis, Institut für","Was ist die Webseite von Gebäude Analysis, Institut für?",Welche Webseite hat das Institut für Gebäude Analysis?,1,1,0
"Analysis, Institut für",Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten des Kollegiengebäudes Mathematik?,2,2,0
"Analysis, Institut für",Ist das auch rollstuhlgerecht?,"Is das Kollegiengebäude Mathematik (Analysis, Institut für) rollstuhlgerecht?",1,3,0
741,Ist Gebäude 741 grade geöffnet?,Ist Gebäude 741 grade geöffnet?,1,1,0
741,Ist das auch rollstuhlgerecht?,Ist Gebäude 741 rollstuhlgerecht?,1,2,0
741,Wo ist das?,Wo ist Gebäude 741?,1,3,0
741,Wie komme ich dahin?,Wo ist Gebäude 741?,1,4,0
"Bodenmechanik und Felsmechanik (IBF) , Institut für","Ist Gebäude Bodenmechanik und Felsmechanik (IBF) , Institut für rollstuhlgerecht?",What Einrichtungen sind im Gebäude IBF?,2,1,0
"Bodenmechanik und Felsmechanik (IBF) , Institut für",Wie komme ich dahin?,Wie komme ich zum Institut für Bodenmechanik und Felsmechanik (IBF)?,1,2,0
352,Wo ist Gebäude 352?,Welches Gebäude ist Gebäude 352?,1,1,0
352,Wie komme ich dahin?,Wie komme ich zu Gebäude 352?,1,2,0
352,Ist das auch rollstuhlgerecht?,Ist Gebäude 352 rollstuhlgerecht?,1,3,0
352,Gibt es eine Website davon?,Welche Informationen zu Gebäude 352 gibt es?,1,4,0
329,Wie komme ich zu Gebäude 329?,Welches Gebäude ist Gebäude 329?,1,1,0
329,Gibt es eine Website davon?,Welche Website gibt es zu Gebäude 329?,1,2,0
10.84,Wo ist Gebäude 10.84?,Wo ist Gebäude 10.84?,1,1,0
10.84,Gibt es eine Website davon?,Welche Website gibt es für das Theodor-Rehbock-Flussbaulaboratorium?,2,2,0
10.84,Ist das auch rollstuhlgerecht?,Is das Theodor-Rehbock-Flussbaulaboratorium rollstuhlgerecht?,1,3,0
10.84,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten von Theodor-Rehbock-Flussbaulaboratorium?,1,4,0
30.31,Was ist die Webseite von Gebäude 30.31?,Welche Webseite hat Gebäude 30.31?,1,1,0
30.31,Wo ist das?,Wo ist der MTI-Hörsaal?,3,2,0
30.31,Und hat es gerade offen?,Hat der MTI-Hörsaal (30.31) gerade geöffnet?,1,3,0
30.31,Wie komme ich dahin?,Wie komme ich zum MTI-Hörsaal?,5,4,0
KIT-Shuttle (Haltestelle Campus Ost),Wie komme ich zu Gebäude KIT-Shuttle (Haltestelle Campus Ost)?,Wie komme ich zum Gebäude KIT-Shuttle an der Haltestelle Campus Ost?,1,1,0
KIT-Shuttle (Haltestelle Campus Ost),Wo ist das?,Wo ist die Haltestelle KIT-Shuttle am Campus Ost?,1,2,0
70.26,Ist Gebäude 70.26 rollstuhlgerecht?,Is Gebäude 70.26 rollstuhlgerecht?,1,1,0
70.26,Wie lange ist das noch offen?,Wie lange ist Gebäude 70.26 noch offen?,1,2,0
70.26,Gibt es eine Website davon?,Welche Website zu Gebäude 70.26 gibt es?,1,3,0
"Technische Chemie und Polymerchemie, Institut für","Ist Gebäude Technische Chemie und Polymerchemie, Institut für rollstuhlgerecht?",Is das Gebäude Technische Chemie und Polymerchemie rollstuhlgerecht?,1,1,0
"Technische Chemie und Polymerchemie, Institut für",Wo ist das?,Wo ist das Institut für Technische Chemie und Polymerchemie?,1,2,0
Fachschaft Geistes- und Sozialwissenschaften,Wie komme ich zu Gebäude Fachschaft Geistes- und Sozialwissenschaften?,Wo befindet sich die Gebäude Fachschaft Geistes- und Sozialwissenschaften?,1,1,0
Fachschaft Geistes- und Sozialwissenschaften,Wann öffnet es?,Wann öffnet die Fachschaft Geistes- und Sozialwissenschaften?,1,2,0
Fachschaft Geistes- und Sozialwissenschaften,Ist das auch rollstuhlgerecht?,Ist das Gebäude der Fachschaft Geistes- und Sozialwissenschaften rollstuhlgerecht?,1,3,0
30.95,Wie komme ich zu Gebäude 30.95?,Welches Gebäude ist Gebäude 30.95?,2,1,0
30.95,Ist das auch rollstuhlgerecht?,Ist das Hörsaalgebäude am Forum rollstuhlgerecht?,2,2,0
30.95,Wo ist das?,Wo ist das Hörsaalgebäude am Forum - Audimax?,2,3,0
30.95,Gibt es eine Website davon?,Wo ist die Website des Hörsaalgebäudes am Forum - Audimax (30.95)?,2,4,0
30.10,Ist Gebäude 30.10 rollstuhlgerecht?,Is Gebäude 30.10 rollstuhlgerecht?,2,1,0
30.10,Und hat es gerade offen?,Hat Gebäude 30.10 gerade offen?,2,2,0
30.10,Wo ist das?,Wo ist Gebäude 30.10?,2,3,0
30.10,Wie komme ich dahin?,Wo ist Gebäude 30.10?,2,4,0
"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für","Wie lange ist Gebäude Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für noch geöffnet?",Wie lange ist das Institut für Hochleistungsimpuls- und Mikrowellentechnik noch geöffnet?,1,1,0
"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für",Wie komme ich dahin?,Wie komme ich zum Institut für Hochleistungsimpuls- und Mikrowellentechnik?,1,2,0
10.85,Wo ist Gebäude 10.85?,Wo ist Gebäude 10.85?,1,1,0
10.85,Ist das auch rollstuhlgerecht?,Ist Gebäude 10.85 rollstuhlgerecht?,1,2,0
10.85,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 10.85?,1,3,0
B404,Ist Gebäude B404 rollstuhlgerecht?,Welches Gebäude mit der Nummer B404 ist rollstuhlgerecht?,2,1,0
B404,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude B404?,2,2,0
10.92,Ist Gebäude 10.92 rollstuhlgerecht?,Is Gebäude 10.92 rollstuhlgerecht?,1,1,0
10.92,Und hat es gerade offen?,Hat Gebäude 10.92 gerade offen?,1,2,0
10.92,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 10.92?,1,3,0
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für","Ist Gebäude Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für rollstuhlgerecht?",Welche Einrichtungen sind im Gebäude Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP)?,4,1,0
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",Wo ist das?,Wo befindet sich das Institut für Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP)?,3,2,0
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",Wie komme ich dahin?,Wie komme ich zum Institut für Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP)?,1,3,0
Medizinische Dienste (MED) CS,Wo ist Gebäude Medizinische Dienste (MED) CS?,Where ist Gebäude Medizinische Dienste (MED) CS?,1,1,0
Medizinische Dienste (MED) CS,Gibt es eine Website davon?,Welche Website gibt es zu Winkelwohnblock NZ1 (Medizinische Dienste (MED) CS)?,-1,2,1
06.47,Wie komme ich zu Gebäude 06.47?,Welches Gebäude ist Gebäude 06.47?,1,1,0
06.47,Wo ist das?,Wo ist Gebäude 06.47?,1,2,0
30.43,Wo ist Gebäude 30.43?,Wo befindet sich Gebäude 30.43?,1,1,0
30.43,Wie komme ich dahin?,Wie komme ich zum Chemie-Turm I?,3,2,0
30.43,Ist das auch rollstuhlgerecht?,Is Chemie-Turm I rollstuhlgerecht?,1,3,0
30.91,Ist Gebäude 30.91 rollstuhlgerecht?,Is Gebäude 30.91 rollstuhlgerecht?,1,1,0
30.91,Gibt es eine Website davon?,Gibt es eine Website für das Franz-Schnabel-Haus?,2,2,0
30.91,Wo ist das?,Wo ist das Franz-Schnabel-Haus?,1,3,0
Fachschaft Bauingenieurwesen,Was ist die Webseite von Gebäude Fachschaft Bauingenieurwesen?,What ist die Webseite der Fachschaft Bauingenieurwesen?,1,1,0
Fachschaft Bauingenieurwesen,Wo ist das?,Wo ist das Alte Bauingenieurgebäude?,4,2,0
Fachschaft Bauingenieurwesen,Wie lange ist das noch offen?,Wie lange ist das Altes Bauingenieurgebäude noch offen?,-1,3,1
103,Wie komme ich zu Gebäude 103?,Welches Gebäude ist Gebäude 103?,1,1,0
103,Ist das auch rollstuhlgerecht?,Ist das Fortbildungszentrum für Technik und Umwelt rollstuhlgerecht?,-1,2,1
103,Gibt es eine Website davon?,Gibt es eine Website für das Fortbildungszentrum für Technik und Umwelt?,3,3,0
Zentrum für Angewandte Rechtswissenschaft (ZAR),Was ist die Webseite von Gebäude Zentrum für Angewandte Rechtswissenschaft (ZAR)?,What ist die Webseite des Zentrum für Angewandte Rechtswissenschaft (ZAR)?,1,1,0
Zentrum für Angewandte Rechtswissenschaft (ZAR),Wie komme ich dahin?,Wo ist das Zentrum für Angewandte Rechtswissenschaft (ZAR)?,1,2,0
404,Ist Gebäude 404 rollstuhlgerecht?,Is Gebäude 404 rollstuhlgerecht?,1,1,0
404,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 404?,1,2,0
559,Was ist die Webseite von Gebäude 559?,Welche Webseite gehört zum Gebäude 559?,1,1,0
559,Wo ist das?,Wo ist Gebäude 559?,1,2,0
512,Wo ist Gebäude 512?,Wo ist Gebäude 512?,1,1,0
512,Ist das auch rollstuhlgerecht?,Is Gebäude 512 rollstuhlgerecht?,1,2,0
512,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 512?,1,3,0
512,Wie komme ich dahin?,Wie komme ich zu Gebäude 512?,1,4,0
KIT-Archiv,Wie komme ich zu Gebäude KIT-Archiv?,Wo ist das Gebäude KIT-Archiv?,1,1,0
KIT-Archiv,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten des KIT-Archivs?,2,2,0
KIT-Archiv,Gibt es eine Website davon?,Welche Website des KIT-Archivs gibt es?,1,3,0
KIT-Archiv,Wo ist das?,Wo ist das KIT-Archiv?,1,4,0
Bibliothek (Campus Nord),Wo ist Gebäude Bibliothek (Campus Nord)?,Wo ist die Bibliothek auf dem Campus Nord?,1,1,0
Bibliothek (Campus Nord),Wie komme ich dahin?,Wie komme ich zur KIT-Bibliothek Nord?,1,2,0
Bibliothek (Campus Nord),Ist das auch rollstuhlgerecht?,Ist die KIT-Bibliothek Nord rollstuhlgerecht?,1,3,0
"Funktionelle Grenzflächen (IFG), Institut für","Ist Gebäude Funktionelle Grenzflächen (IFG), Institut für rollstuhlgerecht?",What sind die Funktionen des Gebäudes IFG?,1,1,0
"Funktionelle Grenzflächen (IFG), Institut für",Wie komme ich dahin?,Wie komme ich zum Institut für Funktionelle Grenzflächen (IFG)?,1,2,0
10.70,Was ist die Webseite von Gebäude 10.70?,Welche Webseite hat Gebäude 10.70?,1,1,0
10.70,Wo ist das?,Wo ist Gebäude 10.70?,1,2,0
"Photogrammetrie und Fernerkundung (IPF), Institut für","Wie komme ich zu Gebäude Photogrammetrie und Fernerkundung (IPF), Institut für?",Wie komme ich zum Institut für Photogrammetrie und Fernerkundung (IPF)?,1,1,0
"Photogrammetrie und Fernerkundung (IPF), Institut für",Gibt es eine Website davon?,Welche Website gibt es für das Institut für Photogrammetrie und Fernerkundung (IPF)?,1,2,0
"Photogrammetrie und Fernerkundung (IPF), Institut für",Wie lange ist das noch offen?,Wie lange ist das Institut für Photogrammetrie und Fernerkundung (IPF) noch offen?,1,3,0
308,Was ist die Webseite von Gebäude 308?,Welche Webseite gehört zum Gebäude 308?,1,1,0
308,Wie komme ich dahin?,Wie komme ich zum Gebäude 308?,1,2,0
308,Ist das auch rollstuhlgerecht?,Ist Gebäude 308 rollstuhlgerecht?,1,3,0
308,Wo ist das?,Wo ist Gebäude 308?,1,4,0
11.21,Ist Gebäude 11.21 grade geöffnet?,Ist Gebäude 11.21 geöffnet?,1,1,0
11.21,Ist das auch rollstuhlgerecht?,Ist Gebäude 11.21 rollstuhlgerecht?,1,2,0
11.21,Wie komme ich dahin?,Wie komme ich zum Institut für Technische Chemie und Polymerchemie?,3,3,0
11.21,Wo ist das?,Wo ist das Institut für Technische Chemie und Polymerchemie?,3,4,0
Rudolf-Criegee-Hörsaal,Wo ist Gebäude Rudolf-Criegee-Hörsaal?,Wo ist der Rudolf-Criegee-Hörsaal?,-1,1,1
Rudolf-Criegee-Hörsaal,Wie komme ich dahin?,Wie komme ich zum Gebäude Rudolf-Criegee-Hörsaal?,-1,2,1
Rudolf-Criegee-Hörsaal,Ist das auch rollstuhlgerecht?,Ist das Gebäude Rudolf-Criegee-Hörsaal rollstuhlgerecht?,-1,3,1
